ID,PredictedProb
75618,0.267698
75619,0.389395
75620,0.646918
75621,0.90112
75622,0.874021
75627,0.697317
75628,0.0690106
75629,0.834637
75632,0.596136
75634,0.929772
75635,0.872337
75636,0.928371
75637,0.615388
75642,0.570218
75643,0.64214
75646,0.504368
75654,0.977586
75656,0.641686
75658,0.979317
75660,0.922397
75662,0.741305
75663,0.36003
75667,0.980061
75668,0.858062
75670,0.731385
75671,0.529486
75673,0.97616
75674,0.585255
75676,0.774181
75677,0.891571
75678,0.676434
75681,0.90874
75682,0.649969
75684,0.421035
75685,0.751267
75686,0.983357
75688,0.376505
75689,0.668288
75690,0.474719
75691,0.87955
75693,0.864725
75694,0.737685
75695,0.693713
75697,0.622702
75698,0.827075
75702,0.983235
75713,0.550677
75718,0.980876
75719,0.949606
75721,0.97393
75722,0.622909
75723,0.567334
75729,0.843758
75730,0.890588
75733,0.878822
75734,0.692711
75738,0.802562
75742,0.953738
75745,0.734899
75746,0.973509
75748,0.705612
75751,0.912996
75752,0.766877
75753,0.468143
75759,0.788924
75761,0.971174
75763,0.833298
75767,0.574159
75768,0.0627113
75769,0.969861
75772,0.975045
75782,0.927397
75783,0.811508
75784,0.851874
75785,0.322109
75790,0.0760506
75795,0.695963
75802,0.975244
75807,0.711756
75808,0.908398
75809,0.800381
75813,0.68557
75814,0.905594
75816,0.668385
75817,0.798011
75822,0.507749
75823,0.761376
75824,0.608522
75825,0.766679
75826,0.841049
75829,0.806908
75830,0.900206
75831,0.854207
75832,0.674576
75833,0.820319
75834,0.830371
75835,0.564236
75838,0.718286
75840,0.787923
75841,0.396059
75842,0.754777
75846,0.969606
75850,0.0932169
75851,0.838794
75852,0.944493
75858,0.767104
75859,0.975214
75860,0.968568
75862,0.749658
75863,0.686123
75865,0.984364
75866,0.748774
75867,0.750246
75868,0.585041
75869,0.708429
75870,0.927113
75873,0.778408
75874,0.95944
75876,0.959647
75877,0.969862
75878,0.837854
75881,0.802932
75884,0.445575
75887,0.473349
75888,0.878887
75890,0.721271
75893,0.881378
75896,0.450874
75899,0.990504
75900,0.938194
75901,0.539695
75902,0.772639
75904,0.930296
75906,0.0896682
75907,0.827313
75908,0.836265
75910,0.901065
75911,0.863695
75918,0.693682
75920,0.67253
75921,0.970699
75923,0.908608
75924,0.458189
75925,0.822639
75926,0.709362
75927,0.847779
75928,0.808541
75929,0.518821
75930,0.550713
75931,0.958798
75934,0.987499
75935,0.911009
75936,0.919038
75939,0.610838
75941,0.531369
75945,0.869714
75949,0.864414
75950,0.66717
75952,0.849914
75953,0.848219
75959,0.93907
75963,0.929863
75966,0.688622
75969,0.596415
75970,0.747499
75971,0.889146
75973,0.893637
75975,0.944429
75977,0.9162
75982,0.567385
75984,0.985824
75985,0.91284
75986,0.825222
75988,0.914757
75990,0.56084
75991,0.978478
75992,0.579969
75993,0.77201
75994,0.677808
75997,0.734001
75999,0.700342
76002,0.628889
76004,0.972382
76005,0.960679
76006,0.872663
76007,0.977661
76012,0.729958
76015,0.710264
76017,0.929564
76020,0.822936
76021,0.774806
76025,0.635266
76026,0.42809
76029,0.615736
76033,0.903137
76035,0.725167
76036,0.928008
76037,0.764855
76042,0.944653
76044,0.794335
76045,0.862785
76049,0.920477
76051,0.819385
76053,0.915125
76055,0.735556
76057,0.651449
76058,0.612512
76059,0.980001
76061,0.729665
76065,0.820061
76066,0.684811
76069,0.824298
76071,0.704231
76072,0.755364
76080,0.59455
76081,0.681925
76082,0.562775
76083,0.746732
76084,0.860159
76085,0.34345
76087,0.476562
76088,0.728709
76092,0.80265
76094,0.677222
76095,0.827307
76096,0.849667
76098,0.783353
76101,0.438468
76102,0.621662
76104,0.877895
76105,0.89588
76106,0.953083
76107,0.97805
76108,0.974831
76109,0.733164
76110,0.520515
76111,0.859615
76113,0.729612
76114,0.399372
76115,0.711224
76119,0.944659
76120,0.876679
76122,0.829887
76124,0.621519
76127,0.670835
76129,0.889172
76130,0.865635
76135,0.857904
76136,0.517364
76137,0.500058
76139,0.667837
76140,0.795195
76142,0.697524
76143,0.82357
76145,0.696719
76147,0.601953
76148,0.839181
76149,0.443897
76151,0.66347
76156,0.625953
76158,0.717744
76161,0.86692
76163,0.840201
76165,0.67167
76167,0.862608
76168,0.965603
76172,0.806544
76177,0.638557
76181,0.851889
76182,0.663392
76183,0.852286
76187,0.798984
76189,0.689878
76190,0.979348
76192,0.683595
76194,0.720862
76198,0.714715
76204,0.694328
76206,0.909089
76207,0.898338
76208,0.850847
76211,0.951633
76212,0.51449
76214,0.576671
76215,0.933718
76216,0.679119
76218,0.839107
76219,0.553685
76223,0.860628
76224,0.904622
76225,0.636502
76226,0.759548
76227,0.984074
76229,0.670737
76230,0.537956
76232,0.529849
76233,0.612741
76234,0.975644
76236,0.918948
76237,0.516528
76238,0.525563
76239,0.97495
76241,0.909591
76242,0.785965
76243,0.800453
76244,0.744069
76250,0.575309
76252,0.846007
76255,0.733363
76256,0.831688
76257,0.828458
76258,0.582222
76261,0.824525
76262,0.847049
76263,0.953328
76264,0.916222
76265,0.694736
76266,0.930298
76268,0.845178
76271,0.761889
76272,0.707549
76275,0.651948
76277,0.693585
76280,0.799683
76282,0.638322
76283,0.883419
76284,0.81682
76285,0.80418
76292,0.728925
76297,0.748895
76300,0.831594
76302,0.875216
76303,0.94951
76304,0.728694
76306,0.568774
76307,0.927545
76308,0.78965
76309,0.925527
76310,0.708955
76311,0.870398
76313,0.812501
76314,0.931474
76318,0.965972
76319,0.709459
76320,0.632482
76323,0.78954
76326,0.72505
76327,0.847609
76331,0.929098
76334,0.964554
76335,0.791304
76336,0.943486
76337,0.79865
76342,0.891007
76345,0.765924
76346,0.811053
76347,0.248036
76348,0.881465
76350,0.965045
76352,0.910658
76353,0.888525
76355,0.60963
76359,0.93722
76361,0.836268
76362,0.910082
76364,0.399463
76367,0.979989
76372,0.550051
76373,0.958727
76375,0.919037
76376,0.852902
76379,0.793661
76380,0.885175
76382,0.905062
76387,0.793522
76388,0.804904
76389,0.618844
76390,0.910872
76391,0.581372
76392,0.925205
76396,0.823907
76397,0.918043
76398,0.877874
76400,0.673834
76401,0.984417
76402,0.832899
76404,0.558524
76406,0.773435
76408,0.499564
76409,0.939323
76410,0.656369
76412,0.522636
76417,0.834121
76419,0.364739
76420,0.896001
76422,0.9083
76424,0.55926
76427,0.799248
76428,0.938533
76433,0.782872
76436,0.620073
76438,0.650591
76439,0.700457
76440,0.970456
76442,0.802908
76443,0.892767
76444,0.819943
76446,0.97775
76447,0.658018
76448,0.69954
76450,0.51995
76452,0.645657
76453,0.819658
76455,0.100861
76456,0.954134
76457,0.599936
76459,0.725839
76461,0.693154
76462,0.759131
76463,0.94498
76465,0.779587
76468,0.849685
76472,0.894406
76476,0.749134
76477,0.862489
76479,0.5373
76480,0.886575
76481,0.50551
76482,0.662426
76485,0.721793
76486,0.837473
76487,0.668097
76488,0.813277
76490,0.921732
76491,0.912141
76492,0.733533
76494,0.961938
76496,0.93906
76497,0.822198
76498,0.886048
76499,0.919766
76500,0.91627
76501,0.939303
76502,0.678575
76503,0.450692
76504,0.934085
76505,0.778295
76506,0.704298
76508,0.586112
76509,0.817617
76515,0.844215
76516,0.837117
76519,0.735537
76520,0.625633
76521,0.585038
76523,0.963855
76524,0.794306
76525,0.928798
76528,0.935242
76532,0.972303
76535,0.885099
76537,0.692738
76540,0.875722
76542,0.560176
76543,0.7791
76546,0.599489
76548,0.95391
76549,0.700155
76550,0.667198
76551,0.859991
76555,0.564389
76558,0.788934
76563,0.812798
76567,0.64454
76568,0.780977
76571,0.90654
76573,0.80204
76576,0.872381
76577,0.960123
76579,0.870729
76580,0.461376
76582,0.641317
76586,0.795229
76592,0.855937
76593,0.980742
76596,0.837058
76597,0.442053
76599,0.900683
76602,0.748441
76607,0.67568
76611,0.910935
76616,0.703474
76617,0.79173
76618,0.628551
76619,0.736801
76620,0.592946
76621,0.912338
76623,0.853942
76624,0.415079
76625,0.888439
76626,0.713751
76627,0.0470832
76630,0.197371
76631,0.0879684
76634,0.509857
76636,0.449909
76638,0.543576
76641,0.646154
76642,0.87491
76643,0.873536
76644,0.738199
76645,0.770275
76648,0.135546
76651,0.766691
76654,0.59145
76655,0.913235
76656,0.401796
76657,0.409823
76659,0.496233
76665,0.978854
76666,0.477097
76671,0.607441
76673,0.817032
76675,0.6314
76677,0.857897
76679,0.702831
76686,0.978088
76687,0.600722
76688,0.961922
76691,0.603069
76693,0.797321
76697,0.765876
76698,0.936634
76701,0.684151
76703,0.871758
76706,0.913421
76708,0.983852
76711,0.73605
76712,0.933478
76713,0.505022
76714,0.632107
76716,0.491486
76718,0.756503
76719,0.953225
76721,0.563871
76722,0.947429
76723,0.695397
76725,0.872976
76726,0.851865
76727,0.890539
76731,0.91353
76737,0.870315
76742,0.623915
76744,0.504703
76747,0.72168
76748,0.926911
76750,0.706439
76753,0.422584
76754,0.691324
76755,0.803617
76758,0.723534
76761,0.747016
76763,0.567752
76765,0.893769
76768,0.935114
76770,0.714154
76775,0.989213
76777,0.752362
76778,0.941149
76780,0.987186
76786,0.896446
76788,0.787828
76789,0.909484
76792,0.513025
76793,0.770373
76794,0.741619
76797,0.79992
76799,0.579598
76800,0.657472
76801,0.640796
76805,0.992592
76806,0.744262
76809,0.97899
76813,0.962697
76814,0.972074
76815,0.487937
76820,0.962165
76821,0.91815
76822,0.641172
76823,0.648009
76827,0.94269
76830,0.906647
76831,0.87935
76839,0.673625
76840,0.801786
76841,0.587299
76843,0.72149
76846,0.910557
76847,0.957
76850,0.895083
76851,0.923179
76854,0.599414
76858,0.878952
76859,0.788467
76860,0.880258
76861,0.714981
76862,0.938615
76863,0.930331
76866,0.83909
76867,0.767259
76868,0.786248
76870,0.94622
76871,0.721668
76872,0.820809
76873,0.976053
76876,0.794374
76877,0.786618
76879,0.716833
76883,0.664538
76885,0.583682
76887,0.72273
76890,0.800292
76894,0.638509
76895,0.723358
76898,0.774624
76899,0.560861
76900,0.895398
76901,0.918813
76902,0.830005
76903,0.588194
76904,0.822702
76905,0.813808
76906,0.960845
76907,0.850966
76908,0.518097
76912,0.836074
76913,0.804245
76915,0.513832
76916,0.800596
76917,0.636604
76919,0.96601
76920,0.833047
76922,0.677415
76923,0.842369
76925,0.670433
76926,0.868265
76931,0.685146
76933,0.686083
76934,0.767424
76935,0.778423
76940,0.692183
76943,0.948033
76944,0.856796
76945,0.757823
76946,0.779473
76947,0.907446
76952,0.867519
76953,0.507109
76954,0.942118
76955,0.737211
76956,0.810369
76957,0.721517
76961,0.891579
76963,0.809522
76965,0.795458
76966,0.890647
76972,0.621788
76974,0.853811
76976,0.793644
76979,0.640317
76982,0.363011
76983,0.851872
76985,0.520225
76986,0.790681
76988,0.811998
76993,0.559066
76994,0.858423
76999,0.847296
77001,0.692734
77002,0.866376
77004,0.200021
77005,0.91316
77006,0.980649
77008,0.510159
77009,0.873126
77010,0.724878
77011,0.617961
77012,0.708464
77013,0.390934
77016,0.904675
77017,0.702739
77018,0.559795
77021,0.88414
77024,0.923425
77028,0.91701
77030,0.547997
77034,0.935297
77035,0.790881
77036,0.550685
77041,0.902986
77046,0.695721
77047,0.572923
77048,0.936365
77051,0.947674
77054,0.658898
77058,0.653517
77061,0.857681
77062,0.892629
77063,0.699734
77065,0.643135
77070,0.824867
77071,0.485931
77072,0.537136
77074,0.776378
77075,0.847098
77077,0.981978
77078,0.935744
77079,0.673405
77086,0.901881
77087,0.927286
77088,0.737165
77093,0.907121
77097,0.684199
77099,0.733881
77100,0.594782
77102,0.709109
77104,0.938057
77105,0.839427
77108,0.841289
77109,0.602014
77112,0.11306
77122,0.765866
77123,0.65386
77125,0.877013
77127,0.734965
77128,0.729111
77131,0.867835
77132,0.72899
77134,0.507562
77136,0.867065
77138,0.716522
77140,0.77841
77144,0.957072
77147,0.985087
77148,0.793165
77149,0.693639
77150,0.969827
77151,0.987868
77152,0.582385
77153,0.601063
77160,0.985875
77161,0.747063
77162,0.883417
77165,0.928955
77168,0.507468
77171,0.739776
77174,0.898074
77175,0.601218
77176,0.799933
77177,0.612333
77181,0.479651
77182,0.978445
77183,0.933523
77189,0.84557
77190,0.979415
77191,0.929161
77193,0.442376
77194,0.65103
77196,0.344081
77197,0.605737
77198,0.520436
77203,0.707572
77207,0.938715
77208,0.646096
77209,0.619038
77212,0.885267
77214,0.980594
77216,0.6583
77219,0.878774
77221,0.915831
77223,0.772563
77230,0.951501
77232,0.889128
77233,0.680583
77234,0.617366
77235,0.803557
77236,0.845948
77239,0.799199
77240,0.892601
77241,0.974092
77246,0.543793
77249,0.820535
77254,0.973143
77258,0.895728
77259,0.427805
77260,0.79456
77267,0.96799
77268,0.638473
77269,0.426196
77271,0.505188
77272,0.918316
77274,0.791733
77276,0.631302
77280,0.948811
77281,0.49395
77283,0.704134
77284,0.97769
77285,0.746637
77291,0.92168
77292,0.82203
77293,0.723195
77294,0.649113
77296,0.950923
77301,0.490734
77303,0.440248
77304,0.692818
77305,0.495803
77308,0.765588
77310,0.534131
77311,0.902362
77312,0.907019
77315,0.615801
77317,0.666102
77321,0.578169
77323,0.849411
77324,0.880298
77325,0.884566
77326,0.9506
77328,0.728209
77330,0.731328
77331,0.918203
77332,0.679
77336,0.842823
77338,0.878059
77340,0.249263
77343,0.737031
77347,0.718275
77350,0.846608
77351,0.576734
77352,0.814384
77356,0.801596
77357,0.918285
77358,0.828772
77359,0.813129
77360,0.951319
77361,0.646423
77365,0.820641
77366,0.667538
77368,0.843935
77369,0.926158
77370,0.919421
77371,0.948378
77372,0.924893
77373,0.962139
77374,0.521557
77375,0.958627
77376,0.759381
77377,0.593471
77378,0.974892
77379,0.735439
77381,0.856291
77382,0.88055
77385,0.917578
77388,0.891949
77390,0.525823
77391,0.701209
77392,0.887561
77393,0.967315
77397,0.531997
77398,0.910764
77400,0.689462
77404,0.746548
77407,0.644596
77415,0.893597
77417,0.754281
77418,0.830029
77421,0.802129
77423,0.780076
77424,0.870123
77428,0.872274
77430,0.818541
77432,0.634106
77435,0.900821
77438,0.819319
77442,0.711011
77444,0.674075
77445,0.86696
77447,0.663215
77448,0.83605
77450,0.92503
77451,0.737799
77453,0.93199
77459,0.976055
77460,0.920308
77461,0.778353
77465,0.952247
77466,0.868431
77468,0.669736
77470,0.825929
77471,0.720583
77472,0.544155
77475,0.650578
77476,0.805937
77477,0.690777
77481,0.571211
77484,0.74901
77485,0.689363
77487,0.511365
77488,0.961609
77489,0.794845
77491,0.926409
77492,0.591504
77496,0.682549
77497,0.939035
77498,0.55422
77499,0.755266
77500,0.848014
77501,0.832407
77505,0.914566
77507,0.794026
77508,0.459718
77511,0.869987
77513,0.618731
77515,0.694902
77516,0.79984
77517,0.483324
77519,0.520765
77522,0.983753
77525,0.625483
77526,0.721327
77528,0.621145
77530,0.60527
77532,0.825101
77533,0.873591
77535,0.808631
77537,0.601714
77541,0.957984
77545,0.887335
77548,0.786814
77549,0.933628
77550,0.66486
77552,0.939747
77554,0.645651
77555,0.598306
77559,0.27339
77560,0.942236
77561,0.948064
77562,0.530853
77565,0.597804
77566,0.597098
77568,0.638816
77569,0.888765
77571,0.964036
77576,0.173325
77578,0.964867
77580,0.772598
77581,0.730767
77582,0.79949
77583,0.79489
77585,0.574973
77590,0.822609
77592,0.674082
77595,0.749518
77604,0.765417
77605,0.754761
77607,0.834284
77608,0.785747
77611,0.789185
77613,0.965286
77615,0.648844
77616,0.570295
77617,0.684581
77620,0.897084
77623,0.672709
77624,0.951175
77625,0.596157
77626,0.807363
77627,0.793297
77629,0.73419
77630,0.932715
77631,0.976339
77632,0.812684
77634,0.452975
77635,0.577091
77636,0.687209
77637,0.928659
77638,0.765376
77639,0.706078
77642,0.752167
77643,0.520525
77646,0.564819
77649,0.905535
77651,0.910959
77652,0.740885
77656,0.556695
77657,0.829148
77661,0.781951
77662,0.746022
77666,0.970209
77667,0.482004
77671,0.990678
77673,0.542571
77675,0.96148
77680,0.586828
77681,0.711665
77682,0.955757
77685,0.641938
77687,0.917095
77690,0.655126
77691,0.899964
77694,0.842708
77695,0.932379
77696,0.886692
77697,0.626814
77699,0.633145
77702,0.878128
77703,0.485831
77704,0.590511
77706,0.824479
77707,0.900372
77713,0.88642
77714,0.668221
77716,0.928453
77717,0.654015
77721,0.774682
77722,0.870975
77725,0.882131
77728,0.741316
77734,0.920658
77736,0.788484
77737,0.715121
77738,0.664324
77739,0.782155
77741,0.879336
77743,0.923802
77744,0.950961
77745,0.581703
77746,0.948425
77747,0.89288
77750,0.726501
77751,0.836709
77752,0.765302
77756,0.681294
77757,0.981709
77759,0.726939
77760,0.897826
77761,0.808908
77762,0.861358
77763,0.672075
77764,0.7665
77767,0.669286
77769,0.704636
77770,0.741974
77771,0.828852
77775,0.788513
77776,0.267164
77778,0.908061
77781,0.649102
77783,0.827408
77784,0.981612
77785,0.565754
77786,0.838181
77787,0.752148
77788,0.938857
77790,0.503897
77792,0.741397
77793,0.974602
77795,0.734201
77796,0.157399
77798,0.526555
77801,0.9003
77803,0.277733
77806,0.913362
77808,0.973375
77810,0.730242
77812,0.772895
77814,0.547907
77815,0.956402
77816,0.576931
77817,0.650782
77820,0.966457
77821,0.935151
77822,0.789223
77823,0.922194
77824,0.921877
77825,0.977886
77826,0.598345
77827,0.881424
77830,0.185227
77831,0.972901
77834,0.939363
77836,0.691124
77837,0.870575
77838,0.485816
77840,0.0805757
77846,0.809465
77847,0.771577
77848,0.986444
77850,0.683367
77851,0.971843
77853,0.756773
77854,0.649225
77855,0.926934
77856,0.888915
77857,0.908429
77858,0.791658
77860,0.84042
77861,0.986774
77863,0.930026
77865,0.811847
77869,0.954768
77870,0.678623
77871,0.8769
77874,0.946624
77875,0.751002
77877,0.823549
77878,0.937684
77880,0.26636
77883,0.653009
77885,0.812912
77886,0.810301
77887,0.809367
77890,0.898976
77892,0.878129
77897,0.49802
77898,0.929962
77901,0.671364
77902,0.826908
77904,0.823229
77905,0.903558
77907,0.595221
77908,0.452484
77911,0.777713
77912,0.980656
77913,0.972553
77914,0.8474
77915,0.926705
77917,0.877238
77919,0.92251
77920,0.845046
77921,0.700813
77922,0.959373
77924,0.982584
77927,0.687011
77929,0.786315
77930,0.765739
77931,0.746281
77935,0.951195
77936,0.804178
77937,0.859724
77938,0.725248
77940,0.836165
77941,0.793391
77943,0.703591
77944,0.596272
77946,0.796671
77948,0.776416
77950,0.541412
77951,0.931527
77952,0.729527
77954,0.902846
77959,0.861403
77960,0.701259
77962,0.546581
77965,0.537249
77968,0.794757
77969,0.792098
77970,0.977252
77971,0.961236
77973,0.707003
77974,0.708833
77975,0.699773
77976,0.708548
77977,0.0892671
77982,0.612106
77983,0.41369
77984,0.790682
77985,0.866846
77986,0.60267
77992,0.877332
77994,0.952567
77996,0.0502248
77998,0.96991
77999,0.771947
78002,0.807663
78004,0.95312
78005,0.924343
78007,0.905403
78008,0.770219
78009,0.820299
78010,0.616213
78011,0.670143
78012,0.748583
78015,0.60603
78016,0.911682
78017,0.961068
78019,0.528043
78024,0.607632
78027,0.75468
78030,0.93302
78031,0.711862
78034,0.827315
78036,0.899177
78041,0.850949
78044,0.966349
78045,0.991586
78051,0.763132
78052,0.888863
78053,0.748831
78055,0.687124
78056,0.838477
78057,0.94547
78059,0.950659
78061,0.834424
78063,0.706379
78064,0.204349
78067,0.632992
78068,0.847482
78070,0.861967
78071,0.860312
78073,0.903192
78074,0.80686
78075,0.809599
78077,0.734402
78079,0.899138
78080,0.880702
78081,0.928581
78082,0.697959
78085,0.910796
78090,0.956688
78093,0.747448
78094,0.787757
78098,0.822074
78100,0.656927
78101,0.898393
78102,0.801435
78103,0.518216
78104,0.947095
78107,0.803732
78108,0.830021
78109,0.711163
78112,0.372788
78113,0.879071
78116,0.744223
78118,0.636811
78119,0.832844
78122,0.878488
78123,0.608265
78124,0.720856
78125,0.927951
78127,0.900585
78128,0.784204
78129,0.800989
78134,0.639187
78137,0.638165
78143,0.906528
78144,0.838592
78145,0.769684
78147,0.931205
78148,0.803679
78149,0.626207
78153,0.599065
78158,0.689499
78159,0.853194
78160,0.909615
78161,0.787258
78162,0.522897
78163,0.242183
78164,0.883121
78166,0.891342
78167,0.439282
78168,0.526759
78169,0.859204
78173,0.803347
78174,0.826178
78175,0.987488
78176,0.654356
78178,0.989121
78179,0.715806
78180,0.779476
78183,0.947064
78187,0.823273
78190,0.763487
78192,0.744925
78195,0.672065
78197,0.862444
78198,0.933601
78199,0.970233
78200,0.827221
78201,0.957173
78203,0.868416
78206,0.494943
78207,0.641477
78209,0.981485
78210,0.984512
78212,0.890131
78214,0.885887
78215,0.678932
78216,0.582058
78217,0.800489
78219,0.606163
78221,0.631793
78226,0.711582
78232,0.560561
78233,0.649502
78235,0.907532
78239,0.963835
78240,0.448093
78242,0.661452
78243,0.480514
78245,0.929304
78248,0.923776
78250,0.793398
78253,0.410718
78254,0.706541
78255,0.460402
78256,0.988437
78257,0.963492
78259,0.768678
78262,0.984782
78263,0.92805
78266,0.65084
78267,0.856114
78268,0.677423
78273,0.677604
78274,0.745914
78277,0.945227
78282,0.811022
78286,0.663493
78287,0.633408
78289,0.652253
78292,0.656903
78294,0.736128
78300,0.983629
78301,0.7905
78303,0.663855
78304,0.896739
78305,0.810122
78306,0.805757
78308,0.97941
78310,0.83438
78311,0.971244
78312,0.835299
78313,0.834572
78316,0.781366
78318,0.697236
78321,0.823907
78322,0.703611
78324,0.798477
78325,0.555326
78328,0.934862
78329,0.650216
78330,0.94607
78332,0.958423
78333,0.464881
78335,0.684204
78339,0.672359
78340,0.847048
78341,0.848199
78343,0.826115
78344,0.969902
78346,0.846651
78348,0.849706
78349,0.957275
78351,0.960786
78352,0.959714
78359,0.677268
78360,0.803987
78361,0.590352
78362,0.915652
78363,0.780135
78364,0.471869
78366,0.243092
78368,0.85574
78370,0.800076
78372,0.715845
78373,0.656142
78374,0.873448
78375,0.782431
78377,0.770227
78381,0.717284
78382,0.89379
78383,0.50183
78386,0.943236
78387,0.609611
78389,0.970047
78391,0.809637
78392,0.832569
78396,0.827238
78398,0.809936
78401,0.743946
78402,0.863511
78406,0.575721
78408,0.836238
78409,0.877319
78411,0.901564
78412,0.959446
78413,0.505326
78414,0.97811
78416,0.887855
78420,0.813675
78422,0.795698
78423,0.732521
78424,0.549257
78427,0.782999
78430,0.649343
78434,0.723624
78437,0.709118
78439,0.722546
78441,0.891184
78446,0.835057
78447,0.876366
78453,0.950463
78463,0.284282
78466,0.917809
78467,0.906016
78468,0.92627
78469,0.757529
78473,0.640284
78474,0.925564
78475,0.795348
78476,0.814119
78477,0.89905
78480,0.920558
78481,0.957325
78482,0.0835389
78484,0.622426
78487,0.808099
78489,0.866734
78491,0.826607
78492,0.895954
78494,0.766961
78501,0.809483
78503,0.893717
78504,0.885843
78508,0.910791
78509,0.490334
78510,0.831015
78511,0.947653
78512,0.881299
78513,0.578852
78516,0.682551
78517,0.581929
78518,0.0752108
78521,0.889865
78522,0.893623
78523,0.816371
78525,0.707074
78526,0.613699
78528,0.731928
78529,0.926174
78530,0.966679
78531,0.511335
78533,0.958529
78536,0.488831
78537,0.562229
78540,0.775529
78543,0.858673
78545,0.990297
78547,0.929475
78550,0.915709
78552,0.786763
78559,0.701288
78560,0.478542
78561,0.659849
78562,0.620833
78564,0.982856
78565,0.804876
78566,0.534447
78572,0.827614
78580,0.965279
78582,0.964862
78591,0.958122
78596,0.943941
78597,0.494234
78598,0.696193
78599,0.653945
78603,0.864031
78604,0.0583875
78606,0.624911
78607,0.534881
78608,0.890533
78610,0.792798
78614,0.969087
78615,0.953843
78616,0.911633
78617,0.856941
78619,0.760088
78620,0.900413
78621,0.851119
78626,0.763866
78628,0.634246
78629,0.931379
78631,0.72005
78634,0.753319
78639,0.971517
78640,0.945736
78641,0.722759
78643,0.760289
78644,0.678698
78645,0.550122
78647,0.70383
78648,0.859936
78652,0.87665
78653,0.849692
78655,0.840111
78656,0.7737
78657,0.977022
78658,0.863368
78659,0.618818
78660,0.252251
78661,0.967858
78662,0.78635
78663,0.685562
78665,0.969765
78670,0.830068
78675,0.938942
78677,0.847258
78678,0.760667
78680,0.541128
78686,0.916428
78687,0.79809
78688,0.406853
78689,0.733671
78694,0.0528359
78695,0.468691
78696,0.857957
78698,0.841956
78700,0.656662
78701,0.92762
78702,0.667344
78704,0.972421
78706,0.719625
78707,0.935121
78709,0.846113
78711,0.839526
78712,0.706354
78717,0.655125
78719,0.965788
78720,0.684374
78723,0.977155
78724,0.715243
78725,0.728849
78728,0.742383
78729,0.573929
78731,0.757519
78735,0.933852
78741,0.704313
78745,0.759695
78746,0.89253
78747,0.838425
78750,0.438185
78752,0.597258
78753,0.674674
78754,0.734728
78757,0.916232
78760,0.70361
78761,0.787065
78762,0.875252
78764,0.887963
78765,0.894307
78766,0.775953
78767,0.602941
78771,0.846558
78772,0.586009
78774,0.924618
78778,0.757965
78782,0.648285
78783,0.651115
78784,0.646467
78785,0.78132
78786,0.737279
78791,0.898446
78793,0.809868
78794,0.97909
78795,0.860409
78796,0.580521
78797,0.971807
78799,0.910612
78800,0.868255
78806,0.484717
78807,0.948559
78808,0.693906
78809,0.747068
78811,0.895567
78812,0.914427
78815,0.691018
78816,0.867645
78818,0.666837
78821,0.793193
78823,0.855536
78825,0.948886
78826,0.717589
78827,0.726818
78829,0.801987
78830,0.721286
78831,0.915524
78832,0.847781
78835,0.618575
78837,0.808498
78839,0.368183
78840,0.136884
78842,0.780508
78843,0.649889
78844,0.764871
78848,0.912519
78849,0.65575
78850,0.613637
78852,0.0475969
78854,0.83526
78855,0.877563
78858,0.827459
78861,0.755549
78862,0.601724
78863,0.433536
78865,0.780168
78866,0.753227
78867,0.983776
78868,0.914286
78869,0.767913
78876,0.718194
78877,0.675383
78882,0.696447
78886,0.819675
78887,0.542264
78889,0.841125
78891,0.924394
78893,0.496724
78896,0.945365
78898,0.832246
78899,0.731758
78900,0.887701
78901,0.864096
78902,0.962017
78903,0.80161
78906,0.589587
78907,0.960854
78910,0.564441
78912,0.887348
78914,0.610445
78915,0.477235
78916,0.679444
78917,0.750741
78918,0.788904
78920,0.890402
78921,0.89472
78922,0.612954
78923,0.967288
78924,0.762803
78929,0.750205
78930,0.671295
78931,0.728242
78932,0.975073
78933,0.915125
78935,0.30803
78937,0.856796
78938,0.485929
78941,0.903735
78942,0.63113
78947,0.704053
78948,0.671018
78950,0.972385
78952,0.8428
78954,0.639474
78955,0.861925
78957,0.631914
78962,0.968487
78963,0.779788
78967,0.820967
78971,0.781025
78974,0.835853
78981,0.768657
78983,0.607197
78984,0.631069
78985,0.96294
78987,0.877874
78994,0.907879
78997,0.913631
78998,0.822111
79002,0.845586
79003,0.711458
79004,0.706625
79007,0.935953
79016,0.774267
79017,0.817035
79021,0.445599
79024,0.792152
79027,0.886369
79030,0.728344
79031,0.956979
79034,0.289119
79035,0.881286
79036,0.792613
79037,0.848083
79038,0.69596
79039,0.610246
79041,0.809575
79042,0.863445
79043,0.575226
79044,0.746702
79047,0.716282
79048,0.945881
79050,0.582254
79051,0.960587
79053,0.916149
79054,0.696888
79055,0.949368
79059,0.643448
79064,0.934845
79065,0.107704
79066,0.46024
79068,0.980976
79070,0.892355
79072,0.68444
79076,0.515619
79080,0.661273
79082,0.855352
79085,0.745617
79086,0.614742
79088,0.682039
79089,0.92841
79091,0.850888
79094,0.935269
79099,0.478793
79102,0.977328
79103,0.801916
79104,0.879321
79105,0.564743
79107,0.928851
79110,0.917443
79111,0.773115
79112,0.65434
79115,0.732954
79117,0.596974
79118,0.765736
79119,0.632583
79120,0.933974
79121,0.801285
79122,0.812275
79126,0.962975
79127,0.878895
79128,0.556776
79129,0.837646
79130,0.807517
79131,0.759749
79134,0.860536
79136,0.925234
